party,score,election_type,ballot_type,amphoe,tambon,source_file
ไทยสร้างไทย,6,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยก้าวใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชาอาสาชาติ,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยพิทักษ์ธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ความหวังใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยรวมไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เพื่อบ้านเมือง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พลังไทยรักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยทรัพย์ทวี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
เพื่อชาติไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
มิติใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
รวมไทยสร้างชาติ,4,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ประชาธิปไตยใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
เพื่อไทย,59,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ทางเลือกใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
เศรษฐกิจ,7,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
เสรีรวมไทย,4,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
รวมพลังประชาชน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
อนาคตไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ปวงชนไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ประชาธิปัตย์,15,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ไทยภักดี,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ประชากรไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 4.csv
ไทยทรัพย์ทวี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
เพื่อชาติไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
มิติใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
รวมใจไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
รวมไทยสร้างชาติ,6,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
พลวัต,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ประชาธิปไตยใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
เพื่อไทย,68,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ทางเลือกใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
เศรษฐกิจ,7,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
เสรีรวมไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
รวมพลังประชาชน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
อนาคตไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
พลังเพื่อไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
พลังสังคมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ฟิวชัน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ไทรวมพลัง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
วิชชั่นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
คลองไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ประชาธิปัตย์,18,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ไทยก้าวหน้า,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ไทยภักดี,4,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ประชากรไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ครูไทยเพื่อประชาชน,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
ประชาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 5.csv
